,PIID,Prepared Date,Date Signed,Contracting Office Region,Modification Number,Period of Performance Start Date,Funding Office ID,Principal Place of Performance Country Name,Vendor Name,Referenced  IDV PIID,Referenced IDV Mod Number,(Last Date To Order),Purchase Card as Payment Method Code,Purchase Card as Payment Method Description,Description of Requirement,IDV NAICS Code,IDV NAICS Description,NAICS Code,NAICS Description,Product or Service Code,Product or Service Description,Principal Place of Performance Country Code,Base and Exercised Options Value,Action Obligation,Base and All Options Value (Total Contract Value),cluster id,confidence
366,19ng6020p1095,08/04/20,7/22/20,af,0,7/22/20,19x0b0,united states,"fluid solutions, llc",,,,n,no,electrical/generator spare parts,,,335311,"power, distribution, and specialty transformer manufacturing",6115,"generators and generator sets, electrical",usa,"9,785.18","9,785.18","9,785.18",71,0.9195644855499268
367,19ng6020p1095,08/06/20,08/04/20,af,p00001,7/22/20,19x0b0,united states,"fluid solutions, llc",,,,n,no,electrical/generator spare parts,,,335311,"power, distribution, and specialty transformer manufacturing",6115,"generators and generator sets, electrical",usa,292.60,292.60,292.60,71,0.9195644855499268
368,19ng6020p1116,8/18/20,8/18/20,af,0,8/18/20,19x0b0,niger,miscellaneous foreign awardees,,,,n,no,fac/materials for maintenance and routine,,,423610,"electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers",6115,"generators and generator sets, electrical",ner,"10,799.68","10,799.68","10,799.68",220,1.0
369,19ng6020p1169,08/10/20,08/10/20,af,0,08/10/20,19xaf0,united states,roller traders llc,,,,n,no,gso/supply parts for icass chevrolet express van.,,,336120,heavy duty truck manufacturing,2590,miscellaneous vehicular components,usa,"10,832.90","10,832.90","10,832.90",221,1.0
370,19nl8019p1152,03/12/20,9/26/19,eu,0,9/26/19,19x0b0,netherlands,miscellaneous foreign awardees,,,,n,no,fac : inspection professional advice maintenance service,,,541350,building inspection services,h356,inspection- construction and building materials,nld,"10,212.40","10,212.40","10,212.40",222,1.0
371,19nl8019p1152,4/21/20,03/12/20,eu,p00001,9/26/19,19x0b0,netherlands,miscellaneous foreign awardees,,,,n,no,inspection and professional advise maintenance,,,541350,building inspection services,h356,inspection- construction and building materials,nld,0.00,0.00,0.00,72,0.9195644855499268
372,19nl8019p1152,08/12/20,08/12/20,eu,p00002,9/26/19,19x0b0,netherlands,miscellaneous foreign awardees,,,,n,no,inspection and professional advise maintenance,,,541350,building inspection services,h356,inspection- construction and building materials,nld,"(1,822.38)","(1,822.38)","(1,822.38)",72,0.9195644855499268
373,19np4020p0782,8/13/20,8/13/20,sc,0,8/13/20,19xeca,nepal,miscellaneous foreign awardees,,,,n,no,pas: internet renewal for american corners,,,519130,internet publishing and broadcasting and web search portals,d322,it and telecom- internet,npl,"10,257.94","10,257.94","10,257.94",223,1.0
374,19ns5020p0271,08/04/20,08/04/20,wh,0,08/04/20,19xwha,suriname,miscellaneous foreign awardees,,,,n,no,port activities- shipping and handling,,,488310,port and harbor operations,v228,transportation/travel/relocation- travel/lodging/recruitment: port operations,sur,"10,125.35","10,125.35","10,125.35",224,1.0
375,19nu7020p0535,8/23/20,8/23/20,wh,0,8/23/20,19xwha,nicaragua,mfi medical equipment inc,,,,n,no,hu equipment ambulance cot.,,,423450,"medical, dental, and hospital equipment and supplies merchant wholesalers",6515,"medical and surgical instruments, equipment, and supplies",nic,"10,542.50","10,542.50","10,542.50",225,1.0
376,19nu7020p0535,8/27/20,8/27/20,wh,p00001,8/23/20,19xwha,nicaragua,mfi medical equipment inc,,,,n,no,medical equipment,,,423450,"medical, dental, and hospital equipment and supplies merchant wholesalers",6515,"medical and surgical instruments, equipment, and supplies",nic,(527.13),(527.13),(527.13),226,1.0
377,19nz9520p0427,08/03/20,08/03/20,ea,0,08/03/20,19x0b0,new zealand,miscellaneous foreign awardees,,,,n,no,tools for fac,,,332710,machine shops,3450,"machine tools, portable",nzl,"10,968.35","10,968.35","10,968.35",227,1.0
378,19p05020p0673,8/18/20,8/18/20,eu,0,8/18/20,19x0b0,portugal,miscellaneous foreign awardees,,,,n,no,electrical maintenance consulting contract renewal fy21,,,238210,electrical contractors and other wiring installation contractors,h959,other qc/test/inspect- electrical and electronic equipment components,prt,"11,675.56","11,675.56","11,675.56",228,1.0
379,19pe5020p0646,3/29/20,3/29/20,wh,0,3/29/20,19x1nl,united states,mountain aerospace inc,,,,y,yes,inl in23pe07 b1900 aircraft replacement parts,,,336412,aircraft engine and engine parts manufacturing,1510,"aircraft, fixed wing",usa,"11,135.00","11,135.00","11,135.00",73,0.9195644855499268
380,19pe5020p0646,8/20/20,8/20/20,wh,p00001,3/29/20,19x1nl,united states,mountain aerospace inc,,,,y,yes,inl in23pe07 b1900 aircraft replacement parts,,,336412,aircraft engine and engine parts manufacturing,1510,"aircraft, fixed wing",usa,"(3,000.00)","(3,000.00)","(3,000.00)",73,0.9195644855499268
381,19pe5020p0988,8/28/20,7/27/20,wh,0,7/27/20,19x0b0,peru,miscellaneous foreign awardees,,,,n,no,maintenance of generator no3 -12008,,,335312,motor and generator manufacturing,j061,maint/repair/rebuild of equipment- electric wire and power distribution equipment,per,"9,450.00","9,450.00","9,450.00",74,0.9195644855499268
382,19pe5020p0988,8/31/20,8/28/20,wh,p00001,7/27/20,19x0b0,peru,miscellaneous foreign awardees,,,,n,no,maintenance of generator no3 -12008,,,335312,motor and generator manufacturing,j061,maint/repair/rebuild of equipment- electric wire and power distribution equipment,per,"1,701.00","1,701.00","1,701.00",74,0.9195644855499268
383,19pe5020p1085,8/13/20,8/13/20,wh,0,8/13/20,19xwha,united states,b h foto electronics corp.,,,,y,yes,pas-io equipment fy20,,,333316,photographic and photocopying equipment manufacturing,6760,photographic equipment and accessories,usa,"11,399.37","11,399.37","11,399.37",229,1.0
384,19pe5020p1190,8/27/20,8/27/20,wh,0,8/27/20,19x0b0,united states,"wrigglesworth enterprises, inc.",,,,n,no,chancery exit lights (fwp466),,,339950,sign manufacturing,9905,"signs, advertising displays, and identification plates",usa,"10,897.81","10,897.81","10,897.81",230,1.0
385,19pk3320f1620,2/28/20,2/28/20,sc,0,2/28/20,19xsca,pakistan,warid telecom,spk33016d5796,0,,n,no,cellular phone services,561421.0,telephone answering services,561421,telephone answering services,d399,it and telecom- other it and telecommunications,pak,"10,576.66","10,576.66","10,576.66",75,0.9195644863954879
386,19pk3320f1620,06/04/20,06/04/20,sc,p00001,2/28/20,19xsca,pakistan,warid telecom,spk33016d5796,0,,n,no,cellular phone services,561421.0,telephone answering services,561421,telephone answering services,d399,it and telecom- other it and telecommunications,pak,"1,938.89","1,938.89","1,938.89",75,0.9195644863954879
387,19pk3320f1620,8/19/20,8/19/20,sc,p00002,2/28/20,19xsca,pakistan,warid telecom,spk33016d5796,0,,n,no,cellular phone services,561421.0,telephone answering services,561421,telephone answering services,d399,it and telecom- other it and telecommunications,pak,0.00,0.00,0.00,75,0.9195644863954879
388,19pk3320k1321,3/27/20,3/27/20,sc,0,3/27/20,19xsca,pakistan,miscellaneous foreign awardees,,,,n,no,laptop for teleworking due to covid-19 impact-secure,,,334112,computer storage device manufacturing,7042,mini and micro computer control devices,pak,"11,274.94","11,274.94","11,274.94",231,1.0
389,19pk3320p1526,3/26/20,3/26/20,sc,0,3/26/20,19xsca,pakistan,miscellaneous foreign awardees,,,,n,no,isb-whe-exp - cartridges - local,,,453210,office supplies and stationery stores,7510,office supplies,pak,"10,271.12","10,271.12","10,271.12",232,1.0
390,19pk3320p1591,4/20/20,4/20/20,sc,0,4/20/20,19xsca,pakistan,miscellaneous foreign awardees,,,,n,no,isb-whe-exp - misc - auto parts - local,,,441310,automotive parts and accessories stores,2940,"engine air and oil filters, strainers, and cleaners, nonaircraft",pak,"10,180.95","10,180.95","10,180.95",76,0.9195644855499268
391,19pk3320p1591,8/26/20,8/26/20,sc,p00001,4/20/20,19xsca,pakistan,miscellaneous foreign awardees,,,,n,no,isb-whe-exp - misc - auto parts - local,,,441310,automotive parts and accessories stores,2940,"engine air and oil filters, strainers, and cleaners, nonaircraft",pak,(65.55),(65.55),(65.55),76,0.9195644855499268
392,19pk3320p1830,8/19/20,8/19/20,sc,0,8/19/20,19xsca,united states,red orange north america inc.,,,,n,no,isb-mh-wh-battery-flexi indoor electric forklift - urgent,,,444130,hardware stores,6160,"miscellaneous battery retaining fixtures, liners and ancillary items",usa,"10,990.00","10,990.00","10,990.00",233,1.0
393,19pk4020p5375,08/07/20,08/07/20,sc,0,08/07/20,19x0b0,united states,"rnk international, inc.",,,,n,no,khi-fm: hot water heater at old-sda roof - 7903,,,333414,heating equipment (except warm air furnaces) manufacturing,4520,space and water heating equipment,usa,"10,149.00","10,149.00","10,149.00",234,1.0
394,19pm0719p0875,08/04/20,8/26/19,wh,0,8/26/19,19xwha,panama,miscellaneous foreign awardees,,,,n,no,clo - newsletter editor services 2019-2020,,,541990,"all other professional, scientific, and technical services",r699,support- administrative: other,pan,"7,800.00","7,800.00","7,800.00",77,0.9195644855499268
395,19pm0719p0875,08/10/20,08/04/20,wh,p00001,8/26/19,19xwha,panama,miscellaneous foreign awardees,,,,n,no,clo - newsletter editor services 2019-2020,,,541990,"all other professional, scientific, and technical services",r699,support- administrative: other,pan,"2,925.00","2,925.00","2,925.00",77,0.9195644855499268
396,19pm0720p0658,8/26/20,8/26/20,wh,0,8/26/20,19x1nl,panama,miscellaneous foreign awardees,,,,n,no,general use motorcycles,,,441228,"motorcycle, atv, and all other motor vehicle dealers",2340,"motorcycles, motor scooters, and bicycles",pan,"11,200.00","11,200.00","11,200.00",235,1.0
397,19pp5018p0176,2/14/18,2/14/18,ea,0,2/14/18,19xeap,papua new guinea,hitron limited,,,,n,no,hitron cable tv rental charges fy-17 igf::ot::igf,,,515120,television broadcasting,7730,"phonographs, radios, and television sets: home type",png,"4,197.47","4,197.47","4,197.47",78,0.9050904512405396
398,19pp5018p0176,06/04/18,06/04/18,ea,p00001,06/04/18,19xeap,papua new guinea,hitron limited,,,,n,no,hitron cable tv rental charges fy-17,,,515120,television broadcasting,7730,"phonographs, radios, and television sets: home type",png,196.03,196.03,196.03,78,0.9050904512405396
399,19pp5020p0053,3/16/20,11/20/19,ea,0,11/20/19,19xeap,papua new guinea,miscellaneous foreign awardees,,,,n,no,renewal-tnt outbound pouch service,,,492110,couriers and express delivery services,r699,support- administrative: other,png,"3,973.51","3,973.51","3,973.51",79,0.9195644863954879
400,19pp5020p0053,3/23/20,1/27/20,ea,p00001,11/20/19,19xeap,papua new guinea,miscellaneous foreign awardees,,,,n,no,renewal-tnt outbound pouch service,,,492110,couriers and express delivery services,r699,support- administrative: other,png,(350.98),(350.98),(350.98),79,0.9195644863954879
401,19pp5020p0053,3/23/20,2/24/20,ea,p00002,11/20/19,19xeap,papua new guinea,miscellaneous foreign awardees,,,,n,no,renewal-tnt outbound pouch service,,,492110,couriers and express delivery services,r699,support- administrative: other,png,"3,509.80","3,509.80","3,509.80",79,0.9195644863954879
402,19pp5020p0053,3/26/20,3/16/20,ea,p00003,11/20/19,19xeap,papua new guinea,miscellaneous foreign awardees,,,,n,no,renewal-tnt outbound pouch service,,,492110,couriers and express delivery services,r699,support- administrative: other,png,"4,816.38","4,816.38","4,816.38",79,0.9195644863954879
403,19pp5020p0053,04/06/20,04/06/20,ea,p00004,11/20/19,19xeap,papua new guinea,miscellaneous foreign awardees,,,,n,no,renewal-tnt outbound pouch service,,,492110,couriers and express delivery services,r699,support- administrative: other,png,"3,004.81","3,004.81","3,004.81",79,0.9195644863954879
404,19pp5020p0070,3/23/20,11/22/19,ea,0,11/22/19,19xeap,papua new guinea,miscellaneous foreign awardees,,,,n,no,pr8822366 20p0070 digicel pas voice and data - dec1-feb29,,,517312,wireless telecommunications carriers (except satellite),d316,it and telecom- telecommunications network management,png,"1,716.17","1,716.17","1,716.17",80,0.6382090449333191
405,19pp5020p0070,3/25/20,02/12/20,ea,p00001,11/22/19,19xeap,papua new guinea,miscellaneous foreign awardees,,,,n,no,pr8822366-v2 20p0070 digicel pas voice and data -dec1-may31 20,,,517312,wireless telecommunications carriers (except satellite),d316,it and telecom- telecommunications network management,png,"3,973.51","3,973.51","3,973.51",80,0.6382090449333191
406,19pp5020p0070,3/27/20,3/23/20,ea,p00002,11/22/19,19xeap,papua new guinea,miscellaneous foreign awardees,,,,n,no,cellphone,,,517312,wireless telecommunications carriers (except satellite),d316,it and telecom- telecommunications network management,png,"5,498.39","5,498.39","5,498.39",81,0.9195644863954879
407,19pp5020p0131,3/23/20,1/17/20,ea,0,1/17/20,19xeap,papua new guinea,miscellaneous foreign awardees,,,,n,no,cellphone,,,334210,telephone apparatus manufacturing,5965,"headsets, handsets, microphones and speakers",png,"15,495.09","15,495.09","15,495.09",81,0.9195644863954879
408,19pp5020p0131,8/20/20,8/20/20,ea,p00002,1/17/20,19xeap,papua new guinea,miscellaneous foreign awardees,,,,n,no,cellphone,,,334210,telephone apparatus manufacturing,5965,"headsets, handsets, microphones and speakers",png,"(1,458.66)","(1,458.66)","(1,458.66)",81,0.9195644863954879
409,19pp5020p0176,3/17/20,1/17/20,ea,0,1/17/20,19x0b0,papua new guinea,miscellaneous foreign awardees,,,,n,no,pr8920386 20p0176 digicel cellph usage 01mar-30sep20 obonec,,,517312,wireless telecommunications carriers (except satellite),d316,it and telecom- telecommunications network management,png,"9,867.55","9,867.55","9,867.55",236,1.0
410,19pp5020p0176,3/25/20,3/17/20,ea,p00001,1/17/20,19x0b0,papua new guinea,miscellaneous foreign awardees,,,,n,no,voice/data for obo nec,,,517312,wireless telecommunications carriers (except satellite),d316,it and telecom- telecommunications network management,png,"3,576.16","3,576.16","3,576.16",237,1.0
411,19r01020f0743,08/11/20,08/07/20,eu,0,08/07/20,19xeur,romania,miscellaneous foreign awardees,19r01020a0007,0,,n,no,legal representation for embassy lease issue - august 2020,922130.0,legal counsel and prosecution,922130,legal counsel and prosecution,r418,support- professional: legal,rou,"10,071.09","10,071.09","10,071.09",82,0.9195644855499268
412,19r01020f0743,08/12/20,08/11/20,eu,p00001,08/07/20,19x0b0,romania,miscellaneous foreign awardees,19r01020a0007,0,,n,no,legal representation for embassy lease issue - august 2020,922130.0,legal counsel and prosecution,922130,legal counsel and prosecution,r418,support- professional: legal,rou,0.00,0.00,0.00,82,0.9195644855499268
413,19r01020p0436,7/29/20,7/14/20,eu,0,7/14/20,19xeur,romania,miscellaneous foreign awardees,,,,n,no,gso-mailroom-pouch shipment from frankfurt to usa,,,423860,transportation equipment and supplies (except motor vehicle) merchant wholesalers,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,rou,"9,250.57","9,250.57","9,250.57",238,1.0
414,19r01020p0436,7/31/20,7/29/20,eu,p00001,7/14/20,19xeur,romania,miscellaneous foreign awardees,,,,n,no,invoice received,,,423860,transportation equipment and supplies (except motor vehicle) merchant wholesalers,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,rou,941.78,941.78,941.78,83,0.9195644855499268
415,19r01020p0436,08/04/20,08/04/20,eu,p00002,7/14/20,19xeur,romania,miscellaneous foreign awardees,,,,n,no,invoice received,,,423860,transportation equipment and supplies (except motor vehicle) merchant wholesalers,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,rou,(941.78),(941.78),(941.78),83,0.9195644855499268
416,19rp3820p1149,08/06/20,08/06/20,ea,0,08/06/20,19xds0,philippines,rtmm atp construct corporation,,,,n,no,"supply, delivery and installation of fabricated triple deck bed frames and lockers",,,337211,wood office furniture manufacturing,n093,installation of equipment- nonmetallic fabricated materials,phl,"11,206.88","11,206.88","11,206.88",239,1.0
417,19rs5020f0509,6/25/20,6/27/20,eu,0,6/27/20,19xhr0,russia,"gosselin mobiliti moskva, ooo",srs50016d0012,0,,n,no,shipping,484210.0,used household and office goods moving,484210,used household and office goods moving,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,rus,"11,947.10","11,947.10","11,947.10",84,0.9195644863954879
418,19rs5020f0509,08/11/20,08/11/20,eu,p00001,6/27/20,19xhr0,russia,"gosselin mobiliti moskva, ooo",srs50016d0012,0,,n,no,shipping,484210.0,used household and office goods moving,484210,used household and office goods moving,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,rus,"(1,049.57)","(1,049.57)","(1,049.57)",84,0.9195644863954879
419,19rs5020f0517,6/25/20,6/27/20,eu,0,6/27/20,19xhr0,russia,"gosselin mobiliti moskva, ooo",srs50016d0012,0,,n,no,shipping,484210.0,used household and office goods moving,484210,used household and office goods moving,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,rus,"13,923.10","13,923.10","13,923.10",84,0.9195644863954879
420,19rs5020f0517,08/11/20,08/11/20,eu,p00001,6/27/20,19xhr0,russia,"gosselin mobiliti moskva, ooo",srs50016d0012,0,,n,no,shipping,484210.0,used household and office goods moving,484210,used household and office goods moving,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,rus,"(2,207.73)","(2,207.73)","(2,207.73)",84,0.9195644863954879
421,19rs5020f0568,7/14/20,7/14/20,eu,0,7/14/20,19xhr0,russia,"gosselin mobiliti moskva, ooo",srs50016d0012,0,,n,no,export,484210.0,used household and office goods moving,484210,used household and office goods moving,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,rus,"13,441.60","13,441.60","13,441.60",240,1.0
422,19rs5020f0568,08/11/20,08/11/20,eu,p00001,7/14/20,19xhr0,russia,"gosselin mobiliti moskva, ooo",srs50016d0012,0,,n,no,"export - gonzales,gregorio (uab, hhe, pov)",484210.0,used household and office goods moving,484210,used household and office goods moving,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,rus,"(4,670.90)","(4,670.90)","(4,670.90)",241,1.0
423,19rs5020f0676,8/13/20,8/13/20,eu,0,8/13/20,19xeur,russia,"gosselin mobiliti moskva, ooo",srs50016d0012,0,,n,no,shipping,484210.0,used household and office goods moving,484210,used household and office goods moving,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,rus,"11,000.00","11,000.00","11,000.00",84,0.9195644863954879
424,19rs5020f0678,8/14/20,8/14/20,eu,0,8/14/20,19xhr0,russia,"gosselin mobiliti moskva, ooo",srs50016d0012,0,,n,no,shipping,484210.0,used household and office goods moving,484210,used household and office goods moving,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,rus,"10,494.28","10,494.28","10,494.28",84,0.9195644863954879
425,19rs5020k0497,08/12/20,08/12/20,eu,0,08/12/20,19xeur,united states,mckesson medical-surgical government solutions llc,,,,y,yes,vaccines,,,325414,biological product (except diagnostic) manufacturing,6505,drugs and biologicals,usa,"10,967.59","10,967.59","10,967.59",242,1.0
426,19rs5020p0099,12/16/19,12/16/19,eu,0,12/16/19,19xeur,russia,miscellaneous foreign awardees,,,,n,no,gasoline,,,324199,all other petroleum and coal products manufacturing,9140,fuel oils,rus,"11,519.03","11,519.03","11,519.03",54,0.9195644863954879
427,19rs5020p0099,12/20/19,12/20/19,eu,p00001,12/16/19,19xeur,russia,miscellaneous foreign awardees,,,,n,no,gasoline,,,324199,all other petroleum and coal products manufacturing,9140,fuel oils,rus,(857.80),(857.80),(857.80),54,0.9195644863954879
428,19rs5020p0425,8/14/20,8/14/20,eu,0,8/14/20,19xeur,russia,miscellaneous foreign awardees,,,,n,no,smartphones and accessories,,,517911,telecommunications resellers,5995,"cable, cord, and wire assemblies: communication equipment",rus,"10,038.48","10,038.48","10,038.48",243,1.0
429,19rw6020p0499,08/03/20,06/03/20,af,0,06/03/20,19x0b0,rwanda,miscellaneous foreign awardees,,,,n,no,refinishing embassy swimming pool,,,236118,residential remodelers,c1pa,architect and engineering- construction: recreational facilities (non-building),rwa,"10,967.16","10,967.16","10,967.16",85,0.9195644855499268
430,19rw6020p0499,08/06/20,08/06/20,af,p00001,06/03/20,19x0b0,rwanda,miscellaneous foreign awardees,,,,n,no,refinishing embassy swimming pool,,,236118,residential remodelers,c1pa,architect and engineering- construction: recreational facilities (non-building),rwa,437.27,437.27,437.27,85,0.9195644855499268
431,19rw6020p0635,08/03/20,08/03/20,af,0,08/03/20,19xaf0,kenya,miscellaneous foreign awardees,,,,n,no,"hu-complete ppe sets (bakpharm, nairobi)",,,423450,"medical, dental, and hospital equipment and supplies merchant wholesalers",6515,"medical and surgical instruments, equipment, and supplies",ken,"11,545.62","11,545.62","11,545.62",244,1.0
432,19s16020f0196,8/13/20,5/13/20,eu,0,5/13/20,19xeur,slovenia,miscellaneous foreign awardees,ssi60017d0001,0,,n,no,"origin service and transportation of kim seong hhe, pov, uab",488991.0,packing and crating,488991,packing and crating,v301,transportation/travel/relocation- relocation: relocation,svn,"9,888.10","9,888.10","9,888.10",86,0.9195644863954879
433,19s16020f0196,8/13/20,5/13/20,eu,p00001,5/13/20,19xhr0,slovenia,miscellaneous foreign awardees,ssi60017d0001,0,,n,no,"origin service and transportation of kim seong hhe, pov, uab",488991.0,packing and crating,488991,packing and crating,v301,transportation/travel/relocation- relocation: relocation,svn,0.00,0.00,0.00,86,0.9195644863954879
434,19s16020f0196,8/13/20,8/13/20,eu,p00002,5/13/20,19xhr0,slovenia,miscellaneous foreign awardees,ssi60017d0001,0,,n,no,"origin service and transportation of kim seong hhe, pov, uab",488991.0,packing and crating,488991,packing and crating,v301,transportation/travel/relocation- relocation: relocation,svn,367.33,367.33,367.33,86,0.9195644863954879
435,19s16020f0196,09/02/20,09/02/20,eu,p00003,5/13/20,19xhr0,slovenia,miscellaneous foreign awardees,ssi60017d0001,0,,n,no,"origin service and transportation of kim seong hhe, pov, uab",488991.0,packing and crating,488991,packing and crating,v301,transportation/travel/relocation- relocation: relocation,svn,0.00,0.00,0.00,86,0.9195644863954879
436,19sa4018p0227,6/24/18,6/16/18,ne,0,6/16/18,19x0b0,saudi arabia,miscellaneous foreign awardees,,,,n,no,fac- pm service for compound cummins genset igf::ot::igf,,,335312,motor and generator manufacturing,h359,inspection- electrical and electronic equipment components,sau,"5,062.84","5,062.84","5,062.84",245,1.0
437,19sa4018p0227,08/10/20,08/10/20,ne,p00001,6/16/18,19x0b0,saudi arabia,miscellaneous foreign awardees,,,,n,no,fac- pm service for compound cummins genset,,,335312,motor and generator manufacturing,h359,inspection- electrical and electronic equipment components,sau,(21.00),(21.00),(21.00),246,1.0
438,19sa4020p0164,5/21/20,3/27/20,ne,0,3/27/20,19xnea,saudi arabia,miscellaneous foreign awardees,,,,n,no,pr8989040: rso-cacs-fabrication and installation of reception,,,337211,wood office furniture manufacturing,j054,maint/repair/rebuild of equipment- prefabricated structures and scaffolding,sau,"9,520.00","9,520.00","9,520.00",87,0.8208833932876587
439,19sa4020p0164,7/13/20,5/21/20,ne,p00001,3/27/20,19xnea,saudi arabia,miscellaneous foreign awardees,,,,n,no,pr8989040: rso-cacs-fabricationinstallation of reception,,,337211,wood office furniture manufacturing,j054,maint/repair/rebuild of equipment- prefabricated structures and scaffolding,sau,"1,372.00","1,372.00","1,372.00",87,0.8208833932876587
440,19sa4020p0247,6/23/20,6/23/20,ne,0,6/23/20,19xnea,saudi arabia,miscellaneous foreign awardees,,,,n,no,motor pool drivers uniform,,,315190,other apparel knitting mills,8405,"outerwear, mens",sau,"11,997.72","11,997.72","11,997.72",247,1.0
441,19sa7020f0463,06/02/20,06/02/20,ne,0,06/02/20,19xnea,saudi arabia,miscellaneous foreign awardees,19sa7018d0008,0,,n,no,gasoline octane 95 for june 2020,333132.0,oil and gas field machinery and equipment manufacturing,333132,oil and gas field machinery and equipment manufacturing,h391,"inspection- fuels, lubricants, oils, and waxes",sau,"27,136.20","27,136.20","27,136.20",88,0.9195644863954879
442,19sa7020f0463,07/10/20,07/10/20,ne,p00001,06/02/20,19xnea,saudi arabia,miscellaneous foreign awardees,19sa7018d0008,0,,n,no,gasoline octane 95 for june 2020,333132.0,oil and gas field machinery and equipment manufacturing,333132,oil and gas field machinery and equipment manufacturing,h391,"inspection- fuels, lubricants, oils, and waxes",sau,"(24,974.68)","(24,974.68)","(24,974.68)",88,0.9195644863954879
443,19sa7020f0463,8/23/20,8/23/20,ne,p00002,06/02/20,19xnea,saudi arabia,miscellaneous foreign awardees,19sa7018d0008,0,,n,no,gasoline octane 95 for june 2020,333132.0,oil and gas field machinery and equipment manufacturing,333132,oil and gas field machinery and equipment manufacturing,h391,"inspection- fuels, lubricants, oils, and waxes",sau,12.87,12.87,12.87,88,0.9195644863954879
444,19sa7020f0527,6/28/20,6/28/20,ne,0,6/28/20,19xnea,saudi arabia,miraat al riyadh company,ssa70016d0020,0,,n,no,shuttle,485410.0,school and employee bus transportation,485410,school and employee bus transportation,v302,transportation/travel/relocation- relocation: travel agent,sau,"23,143.68","23,143.68","23,143.68",89,0.9195644863954879
445,19sa7020f0527,6/29/20,6/29/20,ne,p00001,6/28/20,19xnea,saudi arabia,miraat al riyadh company,ssa70016d0020,0,,n,no,shuttle,485410.0,school and employee bus transportation,485410,school and employee bus transportation,v302,transportation/travel/relocation- relocation: travel agent,sau,"(19,699.68)","(19,699.68)","(19,699.68)",89,0.9195644863954879
446,19sa7020f0527,8/13/20,8/13/20,ne,p00002,6/28/20,19xnea,saudi arabia,miraat al riyadh company,ssa70016d0020,0,,n,no,shuttle,485410.0,school and employee bus transportation,485410,school and employee bus transportation,v302,transportation/travel/relocation- relocation: travel agent,sau,"(1,377.60)","(1,377.60)","(1,377.60)",89,0.9195644863954879
447,19sa7020f0550,6/30/20,6/30/20,ne,0,6/30/20,19xhr0,saudi arabia,atco - east west express,ssa70016d0003,0,,n,no,delivery/task order for hhe shipment of mr. marios kendrick,488991.0,packing and crating,488991,packing and crating,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,sau,"10,124.33","10,124.33","10,124.33",90,0.9195644855499268
448,19sa7020f0550,8/25/20,8/25/20,ne,p00001,6/30/20,19xhr0,saudi arabia,atco - east west express,ssa70016d0003,0,,n,no,delivery/task order for hhe shipment of mr. marios kendrick,488991.0,packing and crating,488991,packing and crating,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,sau,"(1,246.57)","(1,246.57)","(1,246.57)",90,0.9195644855499268
449,19sf7520k0703,8/24/20,8/24/20,af,0,8/24/20,19xaf0,united states,b h foto electronics corp.,,,,n,no,b h assortment items,,,333316,photographic and photocopying equipment manufacturing,6760,photographic equipment and accessories,usa,"10,961.06","10,961.06","10,961.06",248,1.0
450,19sf7520p0143,12/03/19,12/03/19,af,0,12/03/19,19x0b0,south africa,daeta international trading cc,,,,n,no,mr make ready hardware supplies,,,332722,"bolt, nut, screw, rivet, and washer manufacturing",5305,screws,zaf,"14,196.54","14,196.54","14,196.54",249,1.0
451,19sg2020f0320,08/10/20,2/13/20,af,0,2/13/20,19xaf0,senegal,miscellaneous foreign awardees,19sg2018d0020,0,,n,no,"icass/french and wolof language courses. quarter 3, 2020",611710.0,educational support services,611710,educational support services,u099,education/training- other,sen,"7,071.88","7,071.88","7,071.88",91,0.9195644863954879
452,19sg2020f0320,08/10/20,05/04/20,af,p00001,2/13/20,19xaf0,senegal,miscellaneous foreign awardees,19sg2018d0020,0,,n,no,"icass/french and wolof language courses. quarter 3, 2020",611710.0,educational support services,611710,educational support services,u099,education/training- other,sen,0.00,0.00,0.00,91,0.9195644863954879
453,19sg2020f0320,08/11/20,08/10/20,af,p00002,2/13/20,19xaf0,senegal,miscellaneous foreign awardees,19sg2018d0020,0,,n,no,"icass/french and wolof language courses. quarter 3, 2020",611710.0,educational support services,611710,educational support services,u099,education/training- other,sen,"4,295.42","4,295.42","4,295.42",91,0.9195644863954879
454,19sg2020p0811,08/06/20,08/06/20,af,0,08/06/20,19xaf0,united states,bahfed corp.,,,,n,no,icass-toner cartridge laserjet printer m750 and p3015,,,453210,office supplies and stationery stores,7510,office supplies,usa,"10,789.10","10,789.10","10,789.10",250,1.0
